PartID,Price,Manufacturer,Model
0817a662-78df-4e7b-8be4-b9d0aab5bdf3,138.51,Intel,Xeon E5-1650 V3
77faebc4-13c8-4609-9687-63a321036362,202.57,AMD,FX-8350
2374e8fd-d186-4bcf-9366-a59dc295d97f,113.99,Intel,Core i3-3240
709d2a12-57d9-4331-b940-d5597b1b3ab0,68.0,Intel,Pentium G3258
790f678e-7936-4cc6-89d5-1534b885b37e,206.0,Intel,Core i7-3770S
bdfd7a13-ff8d-4765-bd12-9b7d0a8a8768,499.95,Intel,Xeon E5-1630 V4
da50d5c7-1372-419a-955a-acc782e54b4d,153.64,Intel,Core i7-980X Extreme Edition
ecbd8d4d-f0bd-4f41-bcfb-dc971d0bbb8d,82.99,Intel,Pentium Gold G6405
fba493df-050c-458c-b8a3-457dd7f6cf7b,160.0,AMD,A12-9800
f345e18b-898b-4306-9d36-517a4234a4eb,57.01,AMD,Athlon II X4 640
806c6cd2-a2aa-4246-8d87-f6bdc1b37724,249.98,AMD,Phenom II X6 1090T Black
87c4726e-80be-4863-8e14-1c3093c542c6,339.0,Intel,Core i7-860
bbdfd1e9-25d5-45f2-98bd-b6666e7eabd8,80.0,Intel,Xeon E5-2680
7e03ba3a-376f-4794-b5f1-0f212c470f05,66.0,Intel,Pentium Gold G6600
c5c645fb-bc56-4e1a-b76e-16f558e1bb16,398.95,Intel,Xeon E5-1660 V3
74123f58-c28a-4cee-999f-b8d72c233673,245.33,Intel,Core i5-3450
9c9c51f8-8400-41ea-8ab3-6dc84ac9db42,269.0,Intel,Core i7-10700K Avengers Collector's Edition
751d8ce9-1b36-4646-bc9b-c512db24bf9c,130.0,Intel,Core i3-9300
02fcc643-097f-4d96-8424-97d7fbf8037a,100.0,Intel,Core i7-950
512046ae-3366-4ed8-91fd-e36c319ad326,78.67,Intel,Core i7-940
33074408-c5c3-4475-96fb-d76cb6d35795,120.0,AMD,A10-9700
89a3056b-a2b7-45ee-b824-fa529cfc6e85,55.0,Intel,Celeron G3930
187c8f4d-5a03-42f7-8caf-99be775d6e69,34.99,Intel,Pentium G2020
